TS,Tamb,Hamb,DirVento,VelVento,NivelAgua,NivelAguaC,radSolar,Ttanque1,Ttanque2,Ttanque3
1784430000,27.26711,80.16937,90,0,236,,1,27.32484,27.42644,23.53585
1784430000,27.28046,79.98627,90,0,236,,1,27.18938,27.39258,23.50199
1784430001,27.29648,79.76044,90,0,235,,1,27.15551,27.46011,23.50199
1784430002,27.25376,79.65667,90,0,236,,1,27.35871,27.39258,23.40059
1784430003,27.25376,79.55444,90,0,236,,1,27.25711,27.42644,23.56952
1784430003,27.22438,79.44152,90,0,236,,1,27.25711,27.25711,23.40059
1784430004,27.25376,79.62463,90,0,236,,1,27.22325,27.42644,23.50199
1784430005,27.33921,79.84436,90,0,236,,1,27.32484,27.35871,23.46812
1784430005,27.25376,79.9588,90,0,236,,1,27.29098,27.49417,23.56952
1784430006,27.16564,80.177,90,0,236,,1,27.18938,27.42644,23.50199
1784430007,27.32319,80.39216,90,0,236,,1,27.29098,27.46011,23.50199
1784430007,27.25376,80.56153,90,0,236,,1,27.18938,27.39258,23.50199
1784430008,27.30983,80.6775,90,0,236,,1,27.29098,27.35871,23.43446
1784430009,27.24041,80.83772,90,0,236,,1,27.22325,27.46011,23.50199
1784430009,27.22438,80.74006,90,0,236,,1,27.32484,27.42644,23.36672
1784430010,27.25376,80.66376,90,0,236,,1,27.22325,27.59557,23.56952
1784430011,27.32319,80.59968,90,0,236,,1,27.12165,27.49417,23.50199
1784430011,27.13893,80.25178,90,0,236,,1,27.32484,27.49417,23.46812
1784430012,27.24041,80.09003,90,0,236,,1,27.29098,27.52784,23.50199
1784430013,27.29648,79.83368,90,0,236,,1,27.22325,27.56171,23.46812
1784430013,27.28046,79.6231,90,0,236,,1,27.22325,27.42644,23.46812
1784430014,27.33921,79.49187,90,0,236,,1,27.18938,27.35871,23.50199
1784430015,27.28046,79.39422,90,0,236,,1,27.08778,27.49417,23.50199
1784430015,27.26711,79.29504,90,0,235,,1,27.32484,27.49417,23.40059
1784430016,27.29648,79.40948,90,0,236,,1,27.29098,27.32484,23.46812
1784430017,27.30983,79.48272,90,0,236,,1,27.18938,27.49417,23.46812
1784430017,27.29648,79.51324,90,0,236,,1,27.22325,27.42644,23.50199
1784430018,27.21103,79.66582,90,0,236,,1,27.25711,27.42644,23.50199
1784430019,27.37926,79.86572,90,0,236,,1,27.22325,27.46011,23.50199
